url,title,price,address,area,floor,year,metro_name,metro_time,house_type,_error,lat,lon,schools_count_800m,clinics_count_800m,kindergartens_count_800m
https://www.cian.ru/sale/flat/320397102/,,,,,,,,,,,29.3644727,112.3905651,1,2,0
https://www.cian.ru/sale/flat/322461270/,"Продается 1-комн. квартира, 35,5 м²",,"Москва, СВАО, р-н Алтуфьевский, Алтуфьевское 53 жилой комплекс, 1.1","35,5 м²",18 из 32,,Отрадное,23 мин.,Монолитный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/323298552/,"Продается студия, 20 м²",9 200 000 ₽,"Москва, СВАО, р-н Алтуфьевский, Алтуфьевское ш., 55к4",20 м²,8 из 33,2025.0,Дегунино,24 мин.,,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/320397168/,,,,,,,,,,,29.3644727,112.3905651,1,2,0
https://www.cian.ru/sale/flat/323748467/,"Продается 2-комн. квартира, 54,5 м²",22 600 000 ₽,"Москва, СВАО, р-н Алексеевский, Рижский проезд, 17","54,5 м²",7 из 8,,ВДНХ,21 мин.,Кирпичный,,55.819559,37.665237,2,1,5
https://www.cian.ru/sale/flat/323112364/,"Продается 3-комн. квартира, 81,2 м²",28 800 000 ₽,"Москва, САО, р-н Ховрино, ул. Дыбенко, 32К1","81,2 м²",13 из 14,2007.0,Ховрино,4 мин.,Панельный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/319049658/,"Продаются 3-комн. апартаменты, 75,9 м²",27 000 000 ₽,"Москва, САО, р-н Ховрино, Флотская ул., 7к3","75,9 м²",13 из 28,2017.0,Речной вокзал,19 мин.,Монолитный,,55.858513447,37.513430462,8,1,7
https://www.cian.ru/sale/flat/323269014/,"Продается 2-комн. квартира, 55 м²",31 000 000 ₽,"Москва, САО, р-н Ховрино, ул. Дыбенко, 7/1",55 м²,11 из 32,2019.0,Ховрино,1 мин.,Монолитный,,55.741469,37.615561,7,7,0
https://www.cian.ru/sale/flat/323704355/,"Продается 2-комн. квартира, 60,3 м²",38 499 000 ₽,"Москва, СВАО, р-н Алексеевский, Староалексеевская ул., 5А","60,3 м²",18 из 30,2022.0,Алексеевская,10 мин.,,,55.810518,37.645057,7,4,11
https://www.cian.ru/sale/flat/323058614/,,,,,,,,,,,29.3644727,112.3905651,1,2,0
https://www.cian.ru/sale/flat/321025262/,"Продается 4-комн. квартира, 103 м²",28 918 604 ₽,"Москва, САО, р-н Ховрино, Клинская ул., 2Ак7",103 м²,18 из 33,2022.0,Грачёвская,8 мин.,,,55.865831481,37.504164108,4,2,9
https://www.cian.ru/sale/flat/321837860/,"Продаются 2-комн. апартаменты, 46 м²",15 990 000 ₽,"Москва, САО, р-н Хорошевский, 1-я Магистральная ул., 25",46 м²,19 из 23,,Хорошёвская,10 мин.,Монолитный,,55.607922534845976,38.07968929748841,7,1,5
